year,month,state,count,original_state_code
85,1,3,2480,3
85,1,7,2689,7
85,1,43,4494,43
85,1,AK,158,2
85,1,AL,3533,1
85,1,AR,20806,5
85,1,AZ,2278,4
85,1,CA,2045,6
85,1,CO,517,8
85,1,CT,815,9
85,1,DC,4571,11
85,1,DE,12112,10
85,1,FL,561,12
85,1,GA,573,13
85,1,GU,10137,14
85,1,HI,4606,15
85,1,IA,3598,19
85,1,ID,2648,16
85,1,IL,2080,17
85,1,IN,3334,18
85,1,KS,997,20
85,1,KY,3236,21
85,1,LA,5319,22
85,1,MA,2369,25
85,1,MD,3329,24
85,1,ME,7105,23
85,1,MI,5064,26
85,1,MN,608,27
85,1,MO,812,29
85,1,MS,1365,28
85,1,MT,776,30
85,1,NC,2689,37
85,1,ND,2282,38
85,1,NE,6796,31
85,1,NH,17109,33
85,1,NJ,4888,34
85,1,NM,548,35
85,1,NV,937,32
85,1,NY,9437,36
85,1,OH,11825,39
85,1,OK,957,40
85,1,OR,2392,41
85,1,PA,613,42
85,1,RI,11563,44
85,1,SC,910,45
85,1,SD,427,46
85,1,TN,4073,47
85,1,TX,3132,48
85,1,UT,1867,49
85,1,VA,272,51
85,1,VT,3937,50
85,2,3,2365,3
85,2,7,2369,7
85,2,43,4090,43
85,2,AK,155,2
85,2,AL,3456,1
85,2,AR,18469,5
85,2,AZ,2181,4
85,2,CA,1731,6
85,2,CO,468,8
85,2,CT,737,9
85,2,DC,4521,11
85,2,DE,11623,10
85,2,FL,553,12
85,2,GA,553,13
85,2,GU,8284,14
85,2,HI,4182,15
85,2,IA,3318,19
85,2,ID,2561,16
85,2,IL,1942,17
85,2,IN,3019,18
85,2,KS,925,20
85,2,KY,3271,21
85,2,LA,5160,22
85,2,MA,2310,25
85,2,MD,2938,24
85,2,ME,6270,23
85,2,MI,4673,26
85,2,MN,535,27
85,2,MO,653,29
85,2,MS,1385,28
85,2,MT,704,30
85,2,NC,2547,37
85,2,ND,2014,38
85,2,NE,6114,31
85,2,NH,14235,33
85,2,NJ,4758,34
85,2,NM,484,35
85,2,NV,902,32
85,2,NY,8789,36
85,2,OH,10959,39
85,2,OK,905,40
85,2,OR,2393,41
85,2,PA,564,42
85,2,RI,10751,44
85,2,SC,801,45
85,2,SD,378,46
85,2,TN,3942,47
85,2,TX,2966,48
85,2,UT,1621,49
85,2,VA,271,51
85,2,VT,3528,50
85,3,3,2300,3
85,3,7,2464,7
85,3,43,4003,43
85,3,AK,152,2
85,3,AL,3336,1
85,3,AR,17747,5
85,3,AZ,2178,4
85,3,CA,1803,6
85,3,CO,480,8
85,3,CT,784,9
85,3,DC,4313,11
85,3,DE,11232,10
85,3,FL,599,12
85,3,GA,575,13
85,3,GU,8287,14
85,3,HI,4116,15
85,3,IA,3220,19
85,3,ID,2257,16
85,3,IL,1849,17
85,3,IN,3058,18
85,3,KS,1052,20
85,3,KY,3313,21
85,3,LA,5126,22
85,3,MA,2040,25
85,3,MD,3016,24
85,3,ME,6659,23
85,3,MI,4491,26
85,3,MN,569,27
85,3,MO,712,29
85,3,MS,1370,28
85,3,MT,701,30
85,3,NC,2486,37
85,3,ND,2140,38
85,3,NE,5925,31
85,3,NH,14687,33
85,3,NJ,4884,34
85,3,NM,494,35
85,3,NV,835,32
85,3,NY,8480,36
85,3,OH,10958,39
85,3,OK,893,40
85,3,OR,2320,41
85,3,PA,639,42
85,3,RI,10440,44
85,3,SC,823,45
85,3,SD,397,46
85,3,TN,4014,47
85,3,TX,3080,48
85,3,UT,1752,49
85,3,VA,254,51
85,3,VT,3605,50
85,4,3,2051,3
85,4,7,2359,7
85,4,43,3743,43
85,4,AK,145,2
85,4,AL,3014,1
85,4,AR,16245,5
85,4,AZ,1885,4
85,4,CA,1778,6
85,4,CO,441,8
85,4,CT,683,9
85,4,DC,3853,11
85,4,DE,10252,10
85,4,FL,508,12
85,4,GA,572,13
85,4,GU,7935,14
85,4,HI,3977,15
85,4,IA,2978,19
85,4,ID,2148,16
85,4,IL,1737,17
85,4,IN,2791,18
85,4,KS,1005,20
85,4,KY,2986,21
85,4,LA,4622,22
85,4,MA,1792,25
85,4,MD,2818,24
85,4,ME,6354,23
85,4,MI,4101,26
85,4,MN,529,27
85,4,MO,628,29
85,4,MS,1280,28
85,4,MT,727,30
85,4,NC,2305,37
85,4,ND,1977,38
85,4,NE,5473,31
85,4,NH,13696,33
85,4,NJ,4290,34
85,4,NM,542,35
85,4,NV,756,32
85,4,NY,8028,36
85,4,OH,10319,39
85,4,OK,776,40
85,4,OR,2078,41
85,4,PA,552,42
85,4,RI,9607,44
85,4,SC,740,45
85,4,SD,359,46
85,4,TN,3583,47
85,4,TX,2899,48
85,4,UT,1627,49
85,4,VA,260,51
85,4,VT,3269,50
85,5,3,2060,3
85,5,7,2292,7
85,5,43,3769,43
85,5,AK,161,2
85,5,AL,2864,1
85,5,AR,16055,5
85,5,AZ,1993,4
85,5,CA,1618,6
85,5,CO,405,8
85,5,CT,691,9
85,5,DC,3968,11
85,5,DE,9949,10
85,5,FL,500,12
85,5,GA,631,13
85,5,GU,8104,14
85,5,HI,3838,15
85,5,IA,2975,19
85,5,ID,2227,16
85,5,IL,1742,17
85,5,IN,2724,18
85,5,KS,950,20
85,5,KY,2896,21
85,5,LA,4589,22
85,5,MA,1891,25
85,5,MD,2871,24
85,5,ME,6286,23
85,5,MI,4187,26
85,5,MN,567,27
85,5,MO,621,29
85,5,MS,1248,28
85,5,MT,686,30
85,5,NC,2374,37
85,5,ND,1893,38
85,5,NE,5548,31
85,5,NH,13728,33
85,5,NJ,4313,34
85,5,NM,482,35
85,5,NV,761,32
85,5,NY,8047,36
85,5,OH,10062,39
85,5,OK,831,40
85,5,OR,2084,41
85,5,PA,542,42
85,5,RI,9656,44
85,5,SC,802,45
85,5,SD,418,46
85,5,TN,3582,47
85,5,TX,2933,48
85,5,UT,1584,49
85,5,VA,247,51
85,5,VT,3340,50
85,6,3,1982,3
85,6,7,2174,7
85,6,43,3515,43
85,6,AK,183,2
85,6,AL,2955,1
85,6,AR,15633,5
85,6,AZ,1911,4
85,6,CA,1639,6
85,6,CO,430,8
85,6,CT,715,9
85,6,DC,3937,11
85,6,DE,9160,10
85,6,FL,441,12
85,6,GA,505,13
85,6,GU,7559,14
85,6,HI,3766,15
85,6,IA,2874,19
85,6,ID,2065,16
85,6,IL,1638,17
85,6,IN,2626,18
85,6,KS,887,20
85,6,KY,2755,21
85,6,LA,4206,22
85,6,MA,1870,25
85,6,MD,2741,24
85,6,ME,6166,23
85,6,MI,3966,26
85,6,MN,552,27
85,6,MO,639,29
85,6,MS,1127,28
85,6,MT,665,30
85,6,NC,2339,37
85,6,ND,1842,38
85,6,NE,5350,31
85,6,NH,13245,33
85,6,NJ,4208,34
85,6,NM,485,35
85,6,NV,768,32
85,6,NY,7491,36
85,6,OH,9434,39
85,6,OK,756,40
85,6,OR,2018,41
85,6,PA,456,42
85,6,RI,9245,44
85,6,SC,714,45
85,6,SD,380,46
85,6,TN,3493,47
85,6,TX,2631,48
85,6,UT,1514,49
85,6,VA,256,51
85,6,VT,3155,50
85,7,3,1938,3
85,7,7,2166,7
85,7,43,3719,43
85,7,AK,195,2
85,7,AL,3008,1
85,7,AR,15798,5
85,7,AZ,1803,4
85,7,CA,1610,6
85,7,CO,438,8
85,7,CT,745,9
85,7,DC,3831,11
85,7,DE,9175,10
85,7,FL,488,12
85,7,GA,582,13
85,7,GU,7851,14
85,7,HI,3904,15
85,7,IA,2951,19
85,7,ID,2119,16
85,7,IL,1583,17
85,7,IN,2853,18
85,7,KS,952,20
85,7,KY,2824,21
85,7,LA,4317,22
85,7,MA,1861,25
85,7,MD,2823,24
85,7,ME,6178,23
85,7,MI,4071,26
85,7,MN,580,27
85,7,MO,623,29
85,7,MS,1184,28
85,7,MT,654,30
85,7,NC,2242,37
85,7,ND,1996,38
85,7,NE,5452,31
85,7,NH,13836,33
85,7,NJ,4258,34
85,7,NM,453,35
85,7,NV,737,32
85,7,NY,7935,36
85,7,OH,9723,39
85,7,OK,768,40
85,7,OR,2110,41
85,7,PA,515,42
85,7,RI,9584,44
85,7,SC,744,45
85,7,SD,399,46
85,7,TN,3496,47
85,7,TX,2855,48
85,7,UT,1473,49
85,7,VA,272,51
85,7,VT,3244,50
85,8,3,1829,3
85,8,7,2197,7
85,8,43,3696,43
85,8,AK,252,2
85,8,AL,2828,1
85,8,AR,15862,5
85,8,AZ,1782,4
85,8,CA,1624,6
85,8,CO,439,8
85,8,CT,687,9
85,8,DC,3929,11
85,8,DE,9210,10
85,8,FL,446,12
85,8,GA,565,13
85,8,GU,7784,14
85,8,HI,3786,15
85,8,IA,3002,19
85,8,ID,2083,16
85,8,IL,1715,17
85,8,IN,2708,18
85,8,KS,903,20
85,8,KY,2833,21
85,8,LA,4244,22
85,8,MA,1890,25
85,8,MD,2597,24
85,8,ME,6106,23
85,8,MI,4049,26
85,8,MN,507,27
85,8,MO,633,29
85,8,MS,1161,28
85,8,MT,652,30
85,8,NC,2235,37
85,8,ND,1932,38
85,8,NE,5303,31
85,8,NH,13488,33
85,8,NJ,4154,34
85,8,NM,453,35
85,8,NV,784,32
85,8,NY,7528,36
85,8,OH,9584,39
85,8,OK,746,40
85,8,OR,2003,41
85,8,PA,505,42
85,8,RI,9824,44
85,8,SC,767,45
85,8,SD,380,46
85,8,TN,3496,47
85,8,TX,2641,48
85,8,UT,1513,49
85,8,VA,299,51
85,8,VT,3114,50
85,9,3,1892,3
85,9,7,2215,7
85,9,43,3628,43
85,9,AK,195,2
85,9,AL,2968,1
85,9,AR,15127,5
85,9,AZ,1916,4
85,9,CA,1641,6
85,9,CO,414,8
85,9,CT,714,9
85,9,DC,3867,11
85,9,DE,8968,10
85,9,FL,469,12
85,9,GA,506,13
85,9,GU,7892,14
85,9,HI,3822,15
85,9,IA,2938,19
85,9,ID,2212,16
85,9,IL,1648,17
85,9,IN,2643,18
85,9,KS,906,20
85,9,KY,2812,21
85,9,LA,4357,22
85,9,MA,1799,25
85,9,MD,2754,24
85,9,ME,6190,23
85,9,MI,3873,26
85,9,MN,502,27
85,9,MO,606,29
85,9,MS,1151,28
85,9,MT,632,30
85,9,NC,2216,37
85,9,ND,1875,38
85,9,NE,5537,31
85,9,NH,13423,33
85,9,NJ,4182,34
85,9,NM,490,35
85,9,NV,757,32
85,9,NY,7824,36
85,9,OH,9625,39
85,9,OK,753,40
85,9,OR,2016,41
85,9,PA,511,42
85,9,RI,9069,44
85,9,SC,720,45
85,9,SD,376,46
85,9,TN,3480,47
85,9,TX,2619,48
85,9,UT,1529,49
85,9,VA,228,51
85,9,VT,3266,50
85,10,3,1984,3
85,10,7,2364,7
85,10,43,3702,43
85,10,AK,176,2
85,10,AL,3038,1
85,10,AR,16093,5
85,10,AZ,1971,4
85,10,CA,1711,6
85,10,CO,505,8
85,10,CT,734,9
85,10,DC,4046,11
85,10,DE,9552,10
85,10,FL,467,12
85,10,GA,593,13
85,10,GU,8315,14
85,10,HI,3996,15
85,10,IA,3010,19
85,10,ID,2326,16
85,10,IL,1876,17
85,10,IN,2743,18
85,10,KS,1007,20
85,10,KY,2932,21
85,10,LA,4749,22
85,10,MA,1970,25
85,10,MD,3032,24
85,10,ME,6598,23
85,10,MI,4255,26
85,10,MN,578,27
85,10,MO,661,29
85,10,MS,1256,28
85,10,MT,703,30
85,10,NC,2443,37
85,10,ND,1973,38
85,10,NE,5900,31
85,10,NH,14430,33
85,10,NJ,4394,34
85,10,NM,491,35
85,10,NV,816,32
85,10,NY,8206,36
85,10,OH,10413,39
85,10,OK,790,40
85,10,OR,2154,41
85,10,PA,598,42
85,10,RI,9651,44
85,10,SC,761,45
85,10,SD,407,46
85,10,TN,3651,47
85,10,TX,2984,48
85,10,UT,1617,49
85,10,VA,267,51
85,10,VT,3628,50
85,11,3,2114,3
85,11,7,2339,7
85,11,43,3586,43
85,11,AK,156,2
85,11,AL,3062,1
85,11,AR,16569,5
85,11,AZ,1920,4
85,11,CA,1728,6
85,11,CO,486,8
85,11,CT,688,9
85,11,DC,3976,11
85,11,DE,9750,10
85,11,FL,505,12
85,11,GA,597,13
85,11,GU,8188,14
85,11,HI,3976,15
85,11,IA,3100,19
85,11,ID,2210,16
85,11,IL,1769,17
85,11,IN,2648,18
85,11,KS,849,20
85,11,KY,2924,21
85,11,LA,4574,22
85,11,MA,1915,25
85,11,MD,2953,24
85,11,ME,6302,23
85,11,MI,4341,26
85,11,MN,560,27
85,11,MO,657,29
85,11,MS,1240,28
85,11,MT,665,30
85,11,NC,2386,37
85,11,ND,1985,38
85,11,NE,5719,31
85,11,NH,14043,33
85,11,NJ,4235,34
85,11,NM,516,35
85,11,NV,797,32
85,11,NY,8036,36
85,11,OH,10122,39
85,11,OK,811,40
85,11,OR,2073,41
85,11,PA,552,42
85,11,RI,9718,44
85,11,SC,798,45
85,11,SD,391,46
85,11,TN,3604,47
85,11,TX,2760,48
85,11,UT,1648,49
85,11,VA,225,51
85,11,VT,3539,50
85,12,3,2388,3
85,12,7,2631,7
85,12,43,4239,43
85,12,AK,140,2
85,12,AL,3418,1
85,12,AR,18305,5
85,12,AZ,2085,4
85,12,CA,1799,6
85,12,CO,485,8
85,12,CT,886,9
85,12,DC,4514,11
85,12,DE,11227,10
85,12,FL,579,12
85,12,GA,584,13
85,12,GU,9093,14
85,12,HI,4527,15
85,12,IA,3397,19
85,12,ID,2557,16
85,12,IL,1947,17
85,12,IN,3105,18
85,12,KS,980,20
85,12,KY,3173,21
85,12,LA,4934,22
85,12,MA,2192,25
85,12,MD,3187,24
85,12,ME,7254,23
85,12,MI,4564,26
85,12,MN,536,27
85,12,MO,640,29
85,12,MS,1289,28
85,12,MT,755,30
85,12,NC,2654,37
85,12,ND,2066,38
85,12,NE,6437,31
85,12,NH,15562,33
85,12,NJ,4763,34
85,12,NM,540,35
85,12,NV,880,32
85,12,NY,8946,36
85,12,OH,11319,39
85,12,OK,850,40
85,12,OR,2474,41
85,12,PA,552,42
85,12,RI,10860,44
85,12,SC,749,45
85,12,SD,424,46
85,12,TN,4121,47
85,12,TX,3074,48
85,12,UT,1775,49
85,12,VA,238,51
85,12,VT,3825,50
86,1,3,2552,3
86,1,7,2607,7
86,1,43,4232,43
86,1,AK,181,2
86,1,AL,3437,1
86,1,AR,19110,5
86,1,AZ,2149,4
86,1,CA,1839,6
86,1,CO,558,8
86,1,CT,859,9
86,1,DC,4648,11
86,1,DE,12100,10
86,1,FL,570,12
86,1,GA,656,13
86,1,GU,9414,14
86,1,HI,4537,15
86,1,IA,3500,19
86,1,ID,2483,16
86,1,IL,2041,17
86,1,IN,3197,18
86,1,KS,976,20
86,1,KY,3315,21
86,1,LA,5034,22
86,1,MA,2180,25
86,1,MD,3273,24
86,1,ME,7216,23
86,1,MI,4813,26
86,1,MN,563,27
86,1,MO,715,29
86,1,MS,1367,28
86,1,MT,767,30
86,1,NC,2765,37
86,1,ND,2071,38
86,1,NE,6652,31
86,1,NH,15903,33
86,1,NJ,4954,34
86,1,NM,483,35
86,1,NV,1017,32
86,1,NY,9074,36
86,1,OH,11659,39
86,1,OK,890,40
86,1,OR,2604,41
86,1,PA,605,42
86,1,RI,11077,44
86,1,SC,819,45
86,1,SD,445,46
86,1,TN,4204,47
86,1,TX,2999,48
86,1,UT,1744,49
86,1,VA,266,51
86,1,VT,3785,50
86,2,3,2353,3
86,2,7,2371,7
86,2,43,3883,43
86,2,AK,131,2
86,2,AL,3302,1
86,2,AR,16727,5
86,2,AZ,1984,4
86,2,CA,1832,6
86,2,CO,463,8
86,2,CT,738,9
86,2,DC,4417,11
86,2,DE,11167,10
86,2,FL,499,12
86,2,GA,572,13
86,2,GU,8484,14
86,2,HI,4122,15
86,2,IA,3155,19
86,2,ID,2297,16
86,2,IL,1900,17
86,2,IN,2800,18
86,2,KS,877,20
86,2,KY,3204,21
86,2,LA,4840,22
86,2,MA,1964,25
86,2,MD,2932,24
86,2,ME,7119,23
86,2,MI,4345,26
86,2,MN,535,27
86,2,MO,672,29
86,2,MS,1232,28
86,2,MT,707,30
86,2,NC,2428,37
86,2,ND,1890,38
86,2,NE,5911,31
86,2,NH,15011,33
86,2,NJ,4553,34
86,2,NM,491,35
86,2,NV,818,32
86,2,NY,8260,36
86,2,OH,10652,39
86,2,OK,864,40
86,2,OR,2407,41
86,2,PA,521,42
86,2,RI,9959,44
86,2,SC,728,45
86,2,SD,443,46
86,2,TN,3915,47
86,2,TX,2658,48
86,2,UT,1604,49
86,2,VA,243,51
86,2,VT,3566,50
86,3,3,2462,3
86,3,7,2670,7
86,3,43,4298,43
86,3,AK,167,2
86,3,AL,3448,1
86,3,AR,17605,5
86,3,AZ,2257,4
86,3,CA,1970,6
86,3,CO,517,8
86,3,CT,838,9
86,3,DC,4417,11
86,3,DE,11922,10
86,3,FL,547,12
86,3,GA,561,13
86,3,GU,8799,14
86,3,HI,4507,15
86,3,IA,3174,19
86,3,ID,2437,16
86,3,IL,1883,17
86,3,IN,3071,18
86,3,KS,1091,20
86,3,KY,3230,21
86,3,LA,5380,22
86,3,MA,2124,25
86,3,MD,3090,24
86,3,ME,6959,23
86,3,MI,4613,26
86,3,MN,589,27
86,3,MO,676,29
86,3,MS,1388,28
86,3,MT,834,30
86,3,NC,2690,37
86,3,ND,1982,38
86,3,NE,6279,31
86,3,NH,15626,33
86,3,NJ,4958,34
86,3,NM,491,35
86,3,NV,870,32
86,3,NY,9206,36
86,3,OH,11604,39
86,3,OK,903,40
86,3,OR,2415,41
86,3,PA,583,42
86,3,RI,10823,44
86,3,SC,805,45
86,3,SD,494,46
86,3,TN,4119,47
86,3,TX,3044,48
86,3,UT,1845,49
86,3,VA,251,51
86,3,VT,3736,50
86,4,3,2185,3
86,4,7,2377,7
86,4,43,3938,43
86,4,AK,162,2
86,4,AL,3117,1
86,4,AR,16622,5
86,4,AZ,1954,4
86,4,CA,1766,6
86,4,CO,471,8
86,4,CT,799,9
86,4,DC,4068,11
86,4,DE,10610,10
86,4,FL,493,12
86,4,GA,587,13
86,4,GU,8118,14
86,4,HI,4087,15
86,4,IA,2983,19
86,4,ID,2082,16
86,4,IL,1723,17
86,4,IN,2835,18
86,4,KS,886,20
86,4,KY,3008,21
86,4,LA,4602,22
86,4,MA,1911,25
86,4,MD,2764,24
86,4,ME,6326,23
86,4,MI,4171,26
86,4,MN,592,27
86,4,MO,627,29
86,4,MS,1239,28
86,4,MT,705,30
86,4,NC,2339,37
86,4,ND,1945,38
86,4,NE,5564,31
86,4,NH,14103,33
86,4,NJ,4480,34
86,4,NM,477,35
86,4,NV,802,32
86,4,NY,8196,36
86,4,OH,10353,39
86,4,OK,787,40
86,4,OR,2241,41
86,4,PA,542,42
86,4,RI,9855,44
86,4,SC,795,45
86,4,SD,402,46
86,4,TN,3772,47
86,4,TX,2845,48
86,4,UT,1762,49
86,4,VA,258,51
86,4,VT,3393,50
86,5,3,2100,3
86,5,7,2247,7
86,5,43,3825,43
86,5,AK,170,2
86,5,AL,3100,1
86,5,AR,16830,5
86,5,AZ,1906,4
86,5,CA,1726,6
86,5,CO,476,8
86,5,CT,766,9
86,5,DC,3996,11
86,5,DE,10120,10
86,5,FL,503,12
86,5,GA,580,13
86,5,GU,8105,14
86,5,HI,4104,15
86,5,IA,3050,19
86,5,ID,2146,16
86,5,IL,1736,17
86,5,IN,2963,18
86,5,KS,949,20
86,5,KY,2946,21
86,5,LA,4722,22
86,5,MA,1946,25
86,5,MD,2993,24
86,5,ME,6444,23
86,5,MI,4151,26
86,5,MN,548,27
86,5,MO,697,29
86,5,MS,1141,28
86,5,MT,664,30
86,5,NC,2257,37
86,5,ND,1974,38
86,5,NE,5700,31
86,5,NH,14128,33
86,5,NJ,4575,34
86,5,NM,457,35
86,5,NV,841,32
86,5,NY,8182,36
86,5,OH,10134,39
86,5,OK,815,40
86,5,OR,2130,41
86,5,PA,577,42
86,5,RI,9776,44
86,5,SC,819,45
86,5,SD,384,46
86,5,TN,3778,47
86,5,TX,2901,48
86,5,UT,1620,49
86,5,VA,276,51
86,5,VT,3417,50
86,6,3,2085,3
86,6,7,2117,7
86,6,43,3751,43
86,6,AK,196,2
86,6,AL,2926,1
86,6,AR,15968,5
86,6,AZ,1848,4
86,6,CA,1690,6
86,6,CO,440,8
86,6,CT,729,9
86,6,DC,3874,11
86,6,DE,9362,10
86,6,FL,463,12
86,6,GA,606,13
86,6,GU,7915,14
86,6,HI,3884,15
86,6,IA,2735,19
86,6,ID,2111,16
86,6,IL,1730,17
86,6,IN,2655,18
86,6,KS,868,20
86,6,KY,2792,21
86,6,LA,4345,22
86,6,MA,1800,25
86,6,MD,2733,24
86,6,ME,6040,23
86,6,MI,4019,26
86,6,MN,496,27
86,6,MO,631,29
86,6,MS,1146,28
86,6,MT,594,30
86,6,NC,2321,37
86,6,ND,1865,38
86,6,NE,5389,31
86,6,NH,13430,33
86,6,NJ,4287,34
86,6,NM,447,35
86,6,NV,730,32
86,6,NY,7724,36
86,6,OH,9507,39
86,6,OK,739,40
86,6,OR,2125,41
86,6,PA,551,42
86,6,RI,9595,44
86,6,SC,753,45
86,6,SD,357,46
86,6,TN,3594,47
86,6,TX,2726,48
86,6,UT,1541,49
86,6,VA,258,51
86,6,VT,3252,50
86,7,3,2004,3
86,7,7,2216,7
86,7,43,3875,43
86,7,AK,221,2
86,7,AL,2982,1
86,7,AR,16199,5
86,7,AZ,2050,4
86,7,CA,1707,6
86,7,CO,449,8
86,7,CT,750,9
86,7,DC,4065,11
86,7,DE,9734,10
86,7,FL,516,12
86,7,GA,560,13
86,7,GU,8385,14
86,7,HI,4039,15
86,7,IA,2983,19
86,7,ID,2080,16
86,7,IL,1697,17
86,7,IN,2803,18
86,7,KS,878,20
86,7,KY,3042,21
86,7,LA,4453,22
86,7,MA,1935,25
86,7,MD,2841,24
86,7,ME,6712,23
86,7,MI,4086,26
86,7,MN,520,27
86,7,MO,645,29
86,7,MS,1179,28
86,7,MT,683,30
86,7,NC,2375,37
86,7,ND,1917,38
86,7,NE,5672,31
86,7,NH,13766,33
86,7,NJ,4484,34
86,7,NM,484,35
86,7,NV,802,32
86,7,NY,8073,36
86,7,OH,9889,39
86,7,OK,849,40
86,7,OR,2243,41
86,7,PA,503,42
86,7,RI,9933,44
86,7,SC,767,45
86,7,SD,386,46
86,7,TN,3657,47
86,7,TX,2804,48
86,7,UT,1626,49
86,7,VA,267,51
86,7,VT,3418,50
86,8,3,2094,3
86,8,7,2180,7
86,8,43,3762,43
86,8,AK,199,2
86,8,AL,2856,1
86,8,AR,16390,5
86,8,AZ,1940,4
86,8,CA,1687,6
86,8,CO,450,8
86,8,CT,682,9
86,8,DC,3970,11
86,8,DE,9525,10
86,8,FL,503,12
86,8,GA,606,13
86,8,GU,7954,14
86,8,HI,4065,15
86,8,IA,3071,19
86,8,ID,2055,16
86,8,IL,1655,17
86,8,IN,2626,18
86,8,KS,872,20
86,8,KY,2844,21
86,8,LA,4335,22
86,8,MA,1855,25
86,8,MD,2653,24
86,8,ME,6363,23
86,8,MI,4113,26
86,8,MN,554,27
86,8,MO,655,29
86,8,MS,1109,28
86,8,MT,662,30
86,8,NC,2298,37
86,8,ND,1960,38
86,8,NE,5466,31
86,8,NH,13399,33
86,8,NJ,4439,34
86,8,NM,460,35
86,8,NV,818,32
86,8,NY,7779,36
86,8,OH,9710,39
86,8,OK,773,40
86,8,OR,2134,41
86,8,PA,488,42
86,8,RI,9588,44
86,8,SC,715,45
86,8,SD,368,46
86,8,TN,3547,47
86,8,TX,2830,48
86,8,UT,1608,49
86,8,VA,269,51
86,8,VT,3300,50
86,9,3,1977,3
86,9,7,2129,7
86,9,43,3707,43
86,9,AK,188,2
86,9,AL,2864,1
86,9,AR,15970,5
86,9,AZ,1749,4
86,9,CA,1625,6
86,9,CO,461,8
86,9,CT,734,9
86,9,DC,3863,11
86,9,DE,9428,10
86,9,FL,499,12
86,9,GA,544,13
86,9,GU,7762,14
86,9,HI,3872,15
86,9,IA,2881,19
86,9,ID,2027,16
86,9,IL,1667,17
86,9,IN,2570,18
86,9,KS,883,20
86,9,KY,2817,21
86,9,LA,4317,22
86,9,MA,1785,25
86,9,MD,2807,24
86,9,ME,6065,23
86,9,MI,4013,26
86,9,MN,523,27
86,9,MO,641,29
86,9,MS,1173,28
86,9,MT,702,30
86,9,NC,2253,37
86,9,ND,1792,38
86,9,NE,5530,31
86,9,NH,13375,33
86,9,NJ,4351,34
86,9,NM,453,35
86,9,NV,758,32
86,9,NY,7794,36
86,9,OH,9601,39
86,9,OK,763,40
86,9,OR,2109,41
86,9,PA,505,42
86,9,RI,9217,44
86,9,SC,731,45
86,9,SD,383,46
86,9,TN,3612,47
86,9,TX,2683,48
86,9,UT,1581,49
86,9,VA,255,51
86,9,VT,3327,50
86,10,3,2138,3
86,10,7,2341,7
86,10,43,3899,43
86,10,AK,164,2
86,10,AL,3061,1
86,10,AR,17129,5
86,10,AZ,1959,4
86,10,CA,1779,6
86,10,CO,438,8
86,10,CT,786,9
86,10,DC,4008,11
86,10,DE,9926,10
86,10,FL,527,12
86,10,GA,613,13
86,10,GU,8303,14
86,10,HI,3968,15
86,10,IA,2926,19
86,10,ID,2300,16
86,10,IL,1763,17
86,10,IN,2877,18
86,10,KS,947,20
86,10,KY,2966,21
86,10,LA,4518,22
86,10,MA,1978,25
86,10,MD,2997,24
86,10,ME,6463,23
86,10,MI,4178,26
86,10,MN,561,27
86,10,MO,703,29
86,10,MS,1301,28
86,10,MT,693,30
86,10,NC,2327,37
86,10,ND,1927,38
86,10,NE,5634,31
86,10,NH,14141,33
86,10,NJ,4454,34
86,10,NM,501,35
86,10,NV,839,32
86,10,NY,8076,36
86,10,OH,10182,39
86,10,OK,855,40
86,10,OR,2235,41
86,10,PA,577,42
86,10,RI,9742,44
86,10,SC,840,45
86,10,SD,404,46
86,10,TN,3617,47
86,10,TX,2921,48
86,10,UT,1606,49
86,10,VA,219,51
86,10,VT,3494,50
86,11,3,2082,3
86,11,7,2482,7
86,11,43,3810,43
86,11,AK,146,2
86,11,AL,3016,1
86,11,AR,16790,5
86,11,AZ,1971,4
86,11,CA,1700,6
86,11,CO,499,8
86,11,CT,739,9
86,11,DC,4046,11
86,11,DE,9818,10
86,11,FL,504,12
86,11,GA,574,13
86,11,GU,8445,14
86,11,HI,4131,15
86,11,IA,2921,19
86,11,ID,2289,16
86,11,IL,1924,17
86,11,IN,2781,18
86,11,KS,914,20
86,11,KY,3167,21
86,11,LA,4815,22
86,11,MA,1955,25
86,11,MD,3060,24
86,11,ME,6435,23
86,11,MI,4373,26
86,11,MN,568,27
86,11,MO,666,29
86,11,MS,1282,28
86,11,MT,696,30
86,11,NC,2404,37
86,11,ND,1911,38
86,11,NE,5887,31
86,11,NH,14519,33
86,11,NJ,4413,34
86,11,NM,461,35
86,11,NV,815,32
86,11,NY,8374,36
86,11,OH,10398,39
86,11,OK,806,40
86,11,OR,2198,41
86,11,PA,559,42
86,11,RI,9972,44
86,11,SC,719,45
86,11,SD,409,46
86,11,TN,3858,47
86,11,TX,2881,48
86,11,UT,1580,49
86,11,VA,241,51
86,11,VT,3646,50
86,12,3,2372,3
86,12,7,2438,7
86,12,43,4238,43
86,12,AK,188,2
86,12,AL,3488,1
86,12,AR,18680,5
86,12,AZ,2131,4
86,12,CA,1939,6
86,12,CO,493,8
86,12,CT,810,9
86,12,DC,4650,11
86,12,DE,11022,10
86,12,FL,547,12
86,12,GA,591,13
86,12,GU,8893,14
86,12,HI,4410,15
86,12,IA,3312,19
86,12,ID,2456,16
86,12,IL,1923,17
86,12,IN,2995,18
86,12,KS,1020,20
86,12,KY,3344,21
86,12,LA,5000,22
86,12,MA,2151,25
86,12,MD,3102,24
